id,phones,label,intent,text,data-type,file
500,"['v', 'ɪ', 'ŋ', 'k', 'lʲ', 'ʏ', 's', 'ʊ', 'n', 'p', 'ɾ', 'a', 'ɪ', 'f', 'n', 'ɪ', 's']",1,IncreaseBrightness,increase the brightness,smart-lights-en-close,1450.wav
501,"['ɪ', 'k', 'lʲ', 'ʏ', 'z', 'ɛ', 'm', 'ɾ', 'a', 'ɪ', 't', 'l', 'ɪ', 'ʃ', 'pʲ', 'ɪ', 'n', 't̪ʰ', 'j', 'ə', 'ɾ']",1,IncreaseBrightness,increase the brightness in here,smart-lights-en-close,1451.wav
502,"['ɪ', 'n', 'k', 'l', 'lʲ', 'ɪ', 's', 't', 'a', 'b', 'ɾ', 'ɤ̆', 'ɪ', 'tʲ', 'n', 'a', 'ʂ', 'ʁ', 'e', 'n', 'd', 'ə', 'b', 'e', 's̪', 'm', 'a', 'ɪ', 'n', 'ə', 't̪', 'e', 's', 'uː']",1,IncreaseBrightness,increase the brightness in the basement.,smart-lights-en-close,1452.wav
503,"['ɪ', 'n', 'f', 'ɪ', 's', 't', 'ɹ̩', 'ə', 'b', 'r', 'ɪ', 'tʰ', 'n', 'ɛ', 'ɪ', 's', 'ɹ̩', 'v', 'ə', 'n', 'tʂ', 'ʊ', 'l', 't']",1,IncreaseBrightness,increase the brightness of entrance,smart-lights-en-close,1453.wav
504,"['ɪ', 'k', 'ʏ', 'ɪ', 's', 't', 'ə', 'f', 'a', 'ə', 'ɛ', 'ɪ', 'n', 'ɛ', 's', 't', 'a', 's', 'lʲ', 'ɛ', 'k', 'ɾ', 'ə', 'h', 'a', 'l']",1,IncreaseBrightness,increase the brightness of the garage,smart-lights-en-close,1454.wav
505,"['ɪ', 'm', 'k', 'ɪ', 's', 't', 'a', 'p', 'ɾ', 'a', 'tʰ', 'ə', 'n', 'ɛ', 's', 'a', 'f', 'd', 'ɑ', 'l', 'a', 'ɪ', 'tʲ', 'ɪ']",1,IncreaseBrightness,increase the brightness of the lights.,smart-lights-en-close,1455.wav
506,"['ɪ', 'ŋ', 'ə', 'tʂ', 'ʏ', 'ɪ', 's', 't', 'ɛ', 't', 'ɾ', 'a', 'ɪ', 'ɛ', 'ɪ', 'ɳ', 'ɛ', 'ts', 'a', 'ʁ', 'ə', 'n', 'ð', 'ə', 's', 'ɑ', 'ɾ', 'ɪ', 'ʁ']",1,IncreaseBrightness,increase the brightness on the patio.,smart-lights-en-close,1456.wav
507,"['ɪ', 'ts', 'ɪ', 'f', 'a', 'ʐ', 'ə', 'f', 'ɔ', 'lʲ', 'ts', 'ʊ', 'tʲ', 'ə', 'a', 'ɳ', 'd', 'ə', 'ʊ', 'n', 'd', 'ə', 'l', 'a', 'ɪ', 't']",0,DecreaseBrightness,is it possible to turn down the light,smart-lights-en-close,1457.wav
508,"['tɕ', 'ɪ', 's', 'ɪ', 'l', 'f', 'o', 'ɕ', 'i', 'b', 'uə', 'l̪', 'l', 'tʂ', 'ʊ', 'ʋ', 't', 'uə', 'a', 'ɳ', 'ð', 'a', 'ʊ', 'n', 'd', 'o', 'l', 'a', 'ɪ', 't', 'x', 'ɪ', 'n', 'd', 'ɹ̩', 'lː', 'e', 'b̞', 'ə', 'n', 'ɾ', 'o', 'm']",0,DecreaseBrightness,is it possible to turn down the light in the living room,smart-lights-en-close,1458.wav
509,"['ɛ', 's', 't', 'ɔ', 'l', 'k̟ʲ', 'ə', 'n', 'h', 'ɪ', 'ə']",5,SwitchLightOn,it's dark in here,smart-lights-en-close,1459.wav
510,"['t', 'e', 'n', 'ʂ', 'a', 'l̪', 'w', 'ɑ', 'n', 'ʐ', 'uː', 'b̞', 'ɛ', 'ə', 'm', 'a', 'ɪ', 's', 't', 'ə', 'f', 'a', 'l', 'ɾ', 'p', 'ɪ', 'ɾ']",2,SetLightBrightness,Change laundry room lights to five please.,smart-lights-en-close,146.wav
511,"['ɕ', 'e', 'ʁ', 'ɪ', 'n', 'ts', 'ʊ', 'd', 'uə', 'a', 'f', 'ɪ', 'ɴ', 'e', 'ə', 'k', 'ɪ', 'ɴ', 'ɲ', 'ə', 'n', 'f', 'uə', 'ɾ', 't', 'uə', 'ð', 'a', 'i', 'tʂ', 'ɾ', 'a', 'ɾ', 't']",1,IncreaseBrightness,"its getting so dark in here, can you put the lights up",smart-lights-en-close,1460.wav
512,"['t͡ʃʲ', 'p', 'ɹ', 'ɪ', 'tʰ', 'i', 'b̥', 'ɹ', 'a', 'j', 'tʰ', 'ɪ', 'ŋ', 'h', 'ɪ', 'ɹ', 'ɪ', 'z', 'ð', 'ɛ', 'ɹ', 'ə', 'p', 'ʁ', 'ɑ', 's', 'ə', 'm', 'ə', 'l', 'i', 'v', 'ɪ', 'n', 't', 'ɹ', 'ɹ̩', 'n', 'w', 'a', 'j', 's', 't', 'æ', 'n']",0,DecreaseBrightness,"its pretty bright in here, is there a possibility you can turn the lights down",smart-lights-en-close,1461.wav
513,"['ɪ', 's', 'p', 'ɾ', 'ʏ', 'ɾʲ', 'i', 'tʲ', 'ɑ', 'l', 'x', 'ə', 'ɔ', 'ɒ', 'ɪ', 'n', 'ɔ', 'x', 'e', 't͡ʃʲ', 'ə', 'a', 'ɪ', 'n', 'ɔ', 'ʁ', 'ɒ', 't͡ʃ', 'a', 'ɾ']",1,IncreaseBrightness,"its pretty dark here , why didnt you turn the lights up",smart-lights-en-close,1462.wav
514,"['ts', 'ɔ', 'b̞', 'ɾ', 'ɒ', 'ʏ', 'f', 'ɪ', 'ə', 'pʲ', 'iː', 's', 'tʰ', 'r', 'e', 'n', 'a', 's', 'o', 'l̪', 'ɒ', 'ɪ', 't', 't͡ʃʲ', 'ʌ', 's', 't', 'o', 'b̞', 'e', 'r', 'o']",1,IncreaseBrightness,"its so dark in here, please turn up the lights just a little",smart-lights-en-close,1463.wav
515,"['t', 'ʁ', 'w', 'ɔ', 'n', 'tʂ', 'u', 'ɹ', 'a', 'ɪ', 'ɛ', 'x', 'ə', 'n', 'zʲ', 'ɪ', 'l', 't', 'œ', 'n', 'a', 'n', 'ð', 'ə', 'v', 'a', 'ɪ', 'n', 'ɛ', 's', 'p', 'ʀ', 'ʁ', 't']",0,DecreaseBrightness,"its way too bright in here, turn down the brightness please",smart-lights-en-close,1464.wav
516,"['k̟ʲ', 'ɪ', 's̪', 'ə', 'm', 'ə', 'ʐ', 'ʊ', 'n', 'l', 'a', 'ɪ', 's', 't', 'ə', 'ɾ', 'ɛ', 's', 'p', 'l', 'i', 's']",3,SetLightColor,kids bedroom lights to red please,smart-lights-en-close,1465.wav
517,"['ɪ', 't', 'ɛ', 'm', 'l', 'a', 'ɪ', 'x', 'f', 'ɔ', 'ɹ', 'ə', 'n', 'a', 'ð', 'ʊ']",5,SwitchLightOn,kitchen lights on now,smart-lights-en-close,1466.wav
518,"['k', 'ɪ', 'x', 'ə', 'n', 'ɪ', 'ʁ', 'm', 'w', 'a', 'l', 'a', 'ɪ']",4,SwitchLightOff,kitchen no more lights,smart-lights-en-close,1467.wav
519,"['l', 'a', 'ɳ', 'n', 'd', 'ɪ', 'ɾ', 'ʊ', 'm', 'p', 'ʁ', 'i', 't', 'n', 'a', 's', 'f', 'a', 'ɪ']",2,SetLightBrightness,laundry room brightness five,smart-lights-en-close,1468.wav
520,"['p', 'l', 'a', 'n', 'tʂ', 'i', 'ɾ', 'ʊ', 'ŋ', 'l', 'a', 'ɪ', 'n', 't', 'ʂ', 'a', 'n']",5,SwitchLightOn,laundry room lights on,smart-lights-en-close,1469.wav
521,"['t͡ʃʲ', 'œ', 'n', 'ɪ', 'n', 'ʐ', 'v', 'a', 'ɪ', 'k', 'a', 'b̞', 'ə', 'n', 'ts', 'ʊ', 'pʲ', 'i', 'n']",3,SetLightColor,Change light color to pink,smart-lights-en-close,147.wav
522,"['ʁ', 'ɔ', 'ɳ', 'd͡ʒ', 'ɹ̩', 'e', 'ə', 'ʊ', 'n', 'l', 'a', 'ɪ', 't', 'd', 'ɪ', 't', 'ɪ']",2,SetLightBrightness,laundry room lights to two,smart-lights-en-close,1470.wav
523,"['v', 'o', 'ɪ', 's', 't', 'd', 'ə', 'ɪ', 'v̞ʲ', 'ɾ', 'ij', 'i', 'm', 'a', 'ɪ']",5,SwitchLightOn,let there be light,smart-lights-en-close,1471.wav
524,"['l', 'a', 'ɪ', 'ə', 'n', 'v', 'a', 'l', 'f', 'ɾ', 'ɛ', 'ɡ', 'n', 'ə', 's', 't', 'ə', 'n', 'ts', 'a', 'f', 'a', 'n', 't']",2,SetLightBrightness,light bulb brightness ten percent,smart-lights-en-close,1472.wav
525,"['b', 'a', 'ɪ', 'ʁ', 'ɔ', 'n', 'ɪ', 'n', 'v', 'ɛ', 'ʁ', 's', 'ʂ', 'uː', 'ɔ', 'm']",5,SwitchLightOn,light on in the bathroom,smart-lights-en-close,1473.wav
526,"['uə', 'ɒ', 'j', 'ɪ', 'd', 'ɒ', 'v', 'k͡p̚', 'ɹ̩', 'a', 't͡ʃʲ']",5,SwitchLightOn,light up garage,smart-lights-en-close,1474.wav
527,"['p', 'l', 'ɔ', 'ɪ', 'ɛ', 'x', 'ə', 'ŋ', 'a', 'ʊ', 'f', 'ts', 'ə', 'n', 'd', 'ə', 'l', 'ɛ', 'f']",1,IncreaseBrightness,lighting up in the loo,smart-lights-en-close,1475.wav
528,"['l', 'a', 'j', 'tsʰ', 'ɻ̩', 'ɒ']",4,SwitchLightOff,lights are off,smart-lights-en-close,1476.wav
529,"['w', 'a', 'j', 's', 'ə', 's', 'ɛ', 'v', 'ə', 'n', 'i', 'θ', 'ɹ', 'i', 'ɪ', 'n', 'ð', 'ə', 'm', 'ɛ', 'ɾ', 'ɹ̩', 'm', 'p', 'ʁ', 'i', 'z']",2,SetLightBrightness,lights at seventy-three in the bedroom please.,smart-lights-en-close,1477.wav
530,"['p', 'ʁ', 'a', 'ɪ', 's', 'n', 'ɪ', 'b', 'ɾ', 'r', 'ɪ', 'n', 'ð', 'ə', 'ð', 'ʁ', 'l̪', 'ɛ', 'ə', 'a', 'ə', 'n', 't͡ʃʲ']",1,IncreaseBrightness,lights need brightened in the lounge,smart-lights-en-close,1478.wav
531,"['p', 'w', 'a', 'ɪ', 's', 'ə', 'a', 'ʁ', 'ʃ', 'ə', 'n', 'd͡ʒ', 'ɪ', 'ŋ', 'ɪ', 'ə', 'm', 'ə']",4,SwitchLightOff,lights off changing room,smart-lights-en-close,1479.wav
532,"['d', 'u', 'x', 'ə', 'n', 'l', 'a', 'ɪ', 'x', 'k', 'ɹ̩', 'l', 'ə', 'tʂ', 'ɔ', 'f', 'ɪ', 'ŋ', 'k']",3,SetLightColor,Change light color to pink.,smart-lights-en-close,148.wav
533,"['b̥', 'uə', 'ɤ̆', 'j', 's', 'ɔ', 'f', 'ɔ', 'ɹ', 'ɪ', 'n', 't', 'ɒ', 'j', 'ɹ̩', 'h', 'a', 'w', 's']",4,SwitchLightOff,lights off for entire house,smart-lights-en-close,1480.wav
534,"['m', 'a', 'ɪ', 's', 'v', 'a', 'ʁ', 'f', 'ɪ', 'n', 'd', 'ə', 'g', 'a', 'd', 'ə', 'n']",4,SwitchLightOff,lights off in the garden,smart-lights-en-close,1481.wav
535,"['l', 'a', 'ɪ', 'f', 'a', 'f', 'ɪ', 'n', 'ð', 'ə', 'ts', 'ɔ', 'l', 'ɪ', 's']",4,SwitchLightOff,lights off in the toilets.,smart-lights-en-close,1482.wav
536,"['v', 'a', 'ɪ', 'sː', 'a', 'ɪ', 'n']",5,SwitchLightOn,lights on,smart-lights-en-close,1483.wav
537,"['b̞', 'ə', 'ɪ', 't', 'tʂ', 'uə', 'ɔ', 'n', 'ʁ', 'uː', 'z', 'b', 'a', 'ɪ', 'tʂʰ', 'a', 'n', 'k', 'ʁ', 'a', 'zʲ']",5,SwitchLightOn,lights on please,smart-lights-en-close,1484.wav
538,"['b', 'a', 'ɪ', 'ɛ', 'ʃ', 'œ', 'mʲ', 'ɪ', 's̪', 'ə', 'a', 'l̪', 'ɛ̃', 'v', 'o', 'n', 'ʋ', 'uə', 'ɛ̃', 'ɴ', 'tɕʰ', 'iː', 'tɕʰ', 'ɪ', 'o']",2,SetLightBrightness,lights should be set at level twenty two,smart-lights-en-close,1485.wav
539,"['b̞', 'a', 'ɪ', 'l', 'ʃ', 'w', 'ɛ', 'd', 'ɑ', 'œ̃', 'ə', 'n', 'ɪ', 'n', 'ʃ', 'm', 'a', 'ə', 'mʲ', 'e', 'ɾʲ', 'ɪ', 'ŋ', 'ɛ', 'ə', 'n']",4,SwitchLightOff,lights way down in small meeting room,smart-lights-en-close,1486.wav
540,"['lʲ', 'ɪ', 'b̞', 'ɪ', 'ŋ', 'u', 'm', 'l', 'a', 'ɪ', 's', 'ɔ', 'ʁ']",4,SwitchLightOff,living room lights off,smart-lights-en-close,1488.wav
541,"['m', 'ɔ', 'l̪', 'ə', 'ɾ', 'ə', 'v', 'ɪ', 'ŋ', 'ə', 'ɨ', 'w', 'a', 'ɪ', 'ts', 'ʂ', 'ɑ', 'ə', 'n', 'f', 'ɹ̩', 'ə', 'n', 'ɛ', 'ʊ', 'p', 'ʁ', 'ɪ', 'ə', 'zʲ']",5,SwitchLightOn,living room lights on for now please,smart-lights-en-close,1489.wav
542,"['t͡ʃʲ', 'ə', 'ɴ', 's', 't', 'o', 'l̪', 'a', 'ɪ', 'e', 'l', 'a', 'ʁ', 'o', 'uə', 'tɕʰ', 'y', 'ʁ', 'uə', 'w', 'a', 'n', 'ts', 'j', 'e', 'n', 'ɨ', 't', 'a', 'l', 'd͡ʒ', 'y', 'ʏ', 'ʁ']",2,SetLightBrightness,Change light level to twenty in the bedroom,smart-lights-en-close,149.wav
543,"['p', 'l', 'a', 'ʊ', 'ə', 'n', 'ʐ', 'l', 'a', 'ɪ', 's', 'a', 'ə', 'n', 't', 'ɾ', 'i', 'z']",5,SwitchLightOn,lounge lights on please,smart-lights-en-close,1490.wav
544,"['l', 'o', 'v', 'ɔ', 'ɾ', 'k', 'ɪ', 'l', 'zʲ', 'm', 'a', 'g', 'ɾ', 'ʊ', 'l', 'a', 'ɪ', 'w', 'a', 't']",0,DecreaseBrightness,lower kids bedroom lights,smart-lights-en-close,1491.wav
545,"['m', 'ɔ', 'b̞', 'ə', 'm', 'a', 'ɪ', 's', 'm', 'ɔ', 'a', 'ɪ', 'm', 'ɪ', 'k']",0,DecreaseBrightness,lower lights brightness,smart-lights-en-close,1492.wav
546,"['n', 'ɔ', 'b̞', 'a', 'd', 'ɪ', 'l', 'a', 'ɪ', 's', 'n', 'ɪ', 'ʃ']",0,DecreaseBrightness,lower the brightness,smart-lights-en-close,1493.wav
547,"['l', 'o', 'ə', 'ʀ', 'ɔ', 'n', 'd', 'ə', 'v', 'a', 'ɪ', 'x', 'n', 'ɛ', 'ɪ', 's', 'a', 'ʊ', 'f', 'l', 'a', 'ɪ', 'x', 'b̞', 'a', 'n']",0,DecreaseBrightness,lower the brightness of light bulbs,smart-lights-en-close,1494.wav
548,"['d', 'ɔ', 'b̞', 'ə', 'ð', 'a', 'm', 'a', 'ɪ', 'n', 'ə', 'n', 'ʃ', 'ɔ', 'n', 'ɾ', 'ə', 'n', 't͡ʃʲ', 'p', 'a', 'ɪ', 'ɛ', 'b̞', 'ʊ', 'ŋ', 'k']",0,DecreaseBrightness,lower the light in the children's play room,smart-lights-en-close,1495.wav
549,"['m', 'e', 'ə', 'g', 'ʁ', 'a', 'lʲ', 'k̟ʲ', 'e', 'n', 'z', 'e', 'n', 'ɔ', 'n', 'l', 'a', 'ɪ', 'n', 'ts', 'ɹ̩', 'ð', 'ɛ', 'ɪ', 's', 't', 'ɑ', 'n', 'ə']",3,SetLightColor,make all kids room lights red colored,smart-lights-en-close,1496.wav
550,"['m', 'ɨ', 'ʀ', 'a', 'm', 'a', 'ɪ', 's', 'p', 'i', 'n', 'tɕ', 'ə', 'ŋ', 'k', 'a', 'l̪', 'ə']",3,SetLightColor,make all lights pink in color,smart-lights-en-close,1497.wav
551,"['m', 'e', 'j', 'g', 'iː', 't', 'ɑ', 'ɹ', 'h', 'ɹ̩', 'ɪ', 'n', 'h', 'ɪ', 'ɹ']",0,DecreaseBrightness,make it darker in here,smart-lights-en-close,1498.wav
552,"['n', 'ə', 'tɕ', 'ɪ', 's', 't', 'ɔ', 'ʁ', 'ɾ', 'ʌ', 'ɾ', 'ə', 'n', 'u', 'ð', 'e', 'ɾ', 'y', 'n', 'a', 'm']",0,DecreaseBrightness,make it darker in the waiting room,smart-lights-en-close,1499.wav
553,"['a', 'ɪ', 'n', 't͡ʃʲ', 'ʏ', 'lʲ', 'ə', 'ɾ', 'a', 'ɪ', 'ɛ', 'z', 'ə', 'n', 'ə', 'n', 's', 'ts', 'u', 't', 'ʊ', 'a', 'n', 'tʲ', 'iː', 'ɛ', 't', 'uə']",2,SetLightBrightness,Adjust the brightness to twenty two.,smart-lights-en-close,15.wav
554,"['t͡ʃʲ', 'e', 'n', 'z', 'ʁ', 'ɔ', 'ɪ', 'ɛ', 'sː', 'ɪ', 'n', 'g', 'e', 'h', 'a', 'l', 't', 'ɪ', 'l', 'a', 'f', 'ɔ', 'ɾ', 'b', 'a', 'ɪ', 'ɾ']",2,SetLightBrightness,Change lights in garage to level five,smart-lights-en-close,150.wav
555,"['m', 'ɪ', 'x', 'ə', 'l', 'a', 's', 'p', 'ɹ', 'a', 'ɪ', 'ɛ', 'ɪ', 'n', 'ð', 'ɛ', 'v', 'ɛ', 'l', 'a', 'ʁ', 'm', 'ə']",0,DecreaseBrightness,make it less bright in the bed room,smart-lights-en-close,1500.wav
556,"['m', 'e', 'j', 'k', 'iː', 'z', 'l', 'a', 'j', 'tʰ', 'ɹ̩', 'æ', 'n', 'h', 'ɪ', 'ɹ']",1,IncreaseBrightness,make it lighter in here,smart-lights-en-close,1501.wav
557,"['mʲ', 'ɪ', 'h', 'ɪ', 's', 'ɔ', 'ð', 'ə', 'l', 'a', 'ʊ', 'n', 'ʐ', 'a', 'ɪ', 'ɛ', 'x', 'ə', 'ɪ', 's', 'p', 'ɛ', 'ŋ', 'k', 't']",3,SetLightColor,make it so the lounge light is pink,smart-lights-en-close,1502.wav
558,"['m', 'æ', 'k', 'l', 'a', 'ɪ', 'x', 'ʀ', 'ə']",3,SetLightColor,make lights red,smart-lights-en-close,1503.wav
559,"['m', 'iː', 'd', 'ə', 'l', 'a', 'ɪ', 'tʂ', 'l', 'uː']",3,SetLightColor,make the light blue,smart-lights-en-close,1504.wav
560,"['n', 'ɛ', 't', 'ə', 'l', 'a', 'ɪ', 'h', 'ɔ', 'ə', 'ts', 'u', 'v', 'ɪ', 'ŋ']",3,SetLightColor,make the light color to pink,smart-lights-en-close,1505.wav
561,"['mʲ', 'ɛ', 'l', 'ɪ', 'x', 't', 'a', 'ʊ', 'a', 'ɪ', 'x', 'k', 'ɪ', 'x', 't']",3,SetLightColor,make the light pink,smart-lights-en-close,1506.wav
562,"['m', 'a', 'j', 'ɡ', 'ʃ', 'ɛ', 'l', 'a', 'ɪ', 'ʃ', 'uː', 'a', 'n', 't']",3,SetLightColor,make the light red,smart-lights-en-close,1507.wav
563,"['m', 'e', 'ɪ', 'ts', 'ə', 'l̪', 'ɒ', 'ɪ', 's', 'k', 'o', 'w', 'a']",4,SwitchLightOff,make the lights go off,smart-lights-en-close,1508.wav
564,"['n', 'ɛ', 'x', 'ə', 'l', 'a', 'ɪ', 'z', 'ɹ̩', 'l', 'ə', 't', 'ɪ', 'n', 'd', 'ɔ', 'f', 'ɪ', 's', 't']",3,SetLightColor,make the lights red in the office,smart-lights-en-close,1509.wav
565,"['t͡ʃʲ', 'œ', 'n', 'ʃ', 'l', 'a', 'ɪ', 's', 't', 'ə', 'p', 'ʁ', 'ʏ', 'ə']",3,SetLightColor,Change lights to blue.,smart-lights-en-close,151.wav
566,"['m', 'e', 'i', 't', 'o', 'm', 'a', 'ɪ', 'e', 'l', 't͡ʃʲ', 'i', 's', 'o', 'l', 'a', 'b̞', 'o', 'ɴ', 't', 'ɾ', 'lʲ', 'ɪ', 'tɕʰ', 'e', 'o']",2,SetLightBrightness,make the lights to level twenty two,smart-lights-en-close,1510.wav
567,"['m', 'e', 'j', 'f', 'ɪ', 'l', 'ɪ', 'v', 'ɹ̩', 'i', 'ɹ', 'u', 'm', 'l', 'a', 'j', 'tʰ', 'ɹ̩']",1,IncreaseBrightness,make the living room lighter,smart-lights-en-close,1511.wav
568,"['m', 'ə', 'n', 'k', 'd', 'ɛ', 's', 't', 'u', 'ɾ', 'ɪ', 'o', 'l', 'a', 'ɪ', 't͡ʃ', 'm', 'a', 'ɪ', 't', 'ə']",1,IncreaseBrightness,make the studio lights brighter,smart-lights-en-close,1512.wav
569,"['m', 'a', 'lʲ', 'ɪ', 'f', 'æ', 'ɪ', 'ɾ', 'e', 't̪', 'n', 'a', 's', 'a', 'ʁ', 'ʂ', 'ɻ̩', 'lʲ', 'e', 'v', 'v̞ʲ', 'ɪ', 'ŋ', 'g', 'ɾ', 'ʊ', 'm', 'l', 'ɒ', 'ɪ', 'v', 'a', 'lʲ', 'ʌ', 'ʋ', 't', 'uə', 'ð', 'ɕ', 'ʌ', 'ʁ', 'b̞', 'a', 'ɴ', 'dʲ', 'ɪ', 't', 'ɾ', 'ɪ']",2,SetLightBrightness,modify brightness of living room light bulb to seventy-three,smart-lights-en-close,1513.wav
570,"['m', 'o', 'ɾ', 'a', 'f', 'ɒ', 'ɪ', 'ð', 'e', 'kʰ', 'a', 'ð', 'o', 'a', 'v', 'w', 'o', 'b̞', 'a', 'ɪ', 'f', 'o', 'ʁ', 'ɾ', 'ɪ', 'l', 'k̟ʲ', 'i']",3,SetLightColor,modify the color of all light bulbs into pink,smart-lights-en-close,1514.wav
571,"['m', 'iː', 'l', 'w', 'a', 'ɪ']",5,SwitchLightOn,need light,smart-lights-en-close,1515.wav
572,"['mʲ', 'ɛ', 'ɾ', 'w', 'a', 'ɪ', 'ə', 'ɳ', 'd', 'ə', 'tɕ', 'ʏ', 't͡ʃʲ', 'ə', 'n']",5,SwitchLightOn,need light in the kitchen,smart-lights-en-close,1516.wav
573,"['n', 'o', 'w', 'm', 'ɔ', 'ɹ', 'l', 'a', 'j', 'tʰ', 'ɪ', 'n', 'h', 'ɪ', 'ɹ']",4,SwitchLightOff,no more light in here,smart-lights-en-close,1517.wav
574,"['p', 'æ', 'n', 't', 'ɹ', 'i', 'l', 'a', 'j', 'tʰ', 'l', 'ɛ', 'v', 'ə', 'l', 'ʃ', 'ʊ', 'd', 'b̥', 'i', 't', 'u', 'p', 'ɹ̩', 's', 'æ', 'n', 'p']",2,SetLightBrightness,pantry light level should be two percent,smart-lights-en-close,1518.wav
575,"['b', 'a', 'm', 'tʲ', 'iː', 'l', 'a', 'ɪ', 's', 'a', 'ʊ', 'f']",4,SwitchLightOff,pantry lights off.,smart-lights-en-close,1519.wav
576,"['k', 'e', 'ə', 'n', 'd', 'e', 'ə', 'l', 'a', 'ɪ', 'x', 'tʂ', 'ɾ', 'uː', 'f', 'ʀ', 'ɪ', 'ŋ']",3,SetLightColor,Change lights to pink,smart-lights-en-close,152.wav
577,"['pʰ', 'ɪ', 'ɴ', 'ə', 'n', 'ʂ', 'uə', 'ɥ', 'uː', 'm', 'e', 'ɪ', 'k̟ʲ', 'ɪ', 'ð', 'ə', 'n', 'ɾ', 'a', 'ɾ', 't']",4,SwitchLightOff,pantry make it dark,smart-lights-en-close,1520.wav
578,"['f', 'ɔ', 'ɹ', 'ʃ', 'ɪ', 'ə', 'w', 'a', 'ɛ', 'ɪ', 'sː', 'ɑ', 'a', 'n', 'f', 'uː', 's']",5,SwitchLightOn,parking lights on please,smart-lights-en-close,1521.wav
579,"['a', 'ɾʲ', 'ɪ', 'o', 'b̞', 'a', 'i', 'l', 's', 'f', 'uə', 'z']",5,SwitchLightOn,patio lights please,smart-lights-en-close,1522.wav
580,"['k', 'a', 'lʲ', 'ɪ', 'ɔ', 'l̪', 'ɪ', 's', 't', 'ɹ̩', 'n', 't', 'a', 'n']",5,SwitchLightOn,patio lights turned on,smart-lights-en-close,1523.wav
581,"['d', 'ɪ', 'n', 'z', 'l', 'a', 'ɪ', 's', 'n', 'ɪ', 'ə', 'k̟ʲ', 'ə', 't͡ʃʲ', 'ə', 'n', 'k', 'lʲ', 'ɪ', 'ə']",3,SetLightColor,pink lights near kitchen please,smart-lights-en-close,1524.wav
582,"['b', 'ɨ', 'ɪ', 's', 't', 'b̥', 'ɾ', 'a', 'ɪ', 'ɛ', 'ɪ', 'n', 't', 'ə', 'ʁ', 'v', 'a', 'ʊ', 'x']",1,IncreaseBrightness,please brighten the lounge,smart-lights-en-close,1525.wav
583,"['ʁ', 'i', 's', 'b', 'w', 'ɔ', 'ɪ', 'ɛ', 'h', 'ɪ', 'ə', 'h', 'a', 'ʊ', 'f', 't', 'ɪ', 'd', 'a', 'ɪ', 'ŋ', 'e', 'ə', 'm']",5,SwitchLightOn,please brighten up the dining room,smart-lights-en-close,1526.wav
584,"['p', 'ʁ', 'ɯ', 'd͡ʒ', 'ə', 'n', 'ð', 'ə', 'l', 'a', 'j', 'z']",0,DecreaseBrightness,please dim the lights,smart-lights-en-close,1527.wav
585,"['p', 'ʁ', 'z', 'k̟ʲ', 'i', 'z', 'm', 'ɪ', 'ð', 'a', 'ɪ', 'ә', 's']",5,SwitchLightOn,please give me lights,smart-lights-en-close,1528.wav
586,"['p', 'ʁ', 'ɪ', 'z', 'k̟ʲ', 'ɪ', 'z', 'm', 'ɪ', 'l', 'a', 'ɪ', 'n', 'ts', 'ɛ', 'n', 'm', 'ə', 'k', 'ɛ', 'x', 'ə', 'n']",5,SwitchLightOn,please give me lights in the kitchen,smart-lights-en-close,1529.wav
587,"['k', 'a', 'ɪ', 'n', 's', 'l', 'a', 'ɪ', 'x', 'tʂ', 'ɯ', 'v̞ʲ', 'ɛ', 'ə', 'd', 'ə', 'n']",3,SetLightColor,Change lights to red.,smart-lights-en-close,153.wav
588,"['ʁ', 'i', 'y', 's̪', 'k', 'ɛ', 'ɾ', 'm', 'lʲ', 'ɪ', 's', 'ɔ', 'm', 'w', 'a', 'j']",5,SwitchLightOn,please give me some light,smart-lights-en-close,1530.wav
589,"['p', 'uə', 'e', 's', 'k͡p̚', 'e', 'ʁ', 'ɴ', 'iː', 'i', 's', 'a', 'ʁ', 'i', 'ð', 'ə', 'fʲ', 'i', 't͡ʃʲ', 'ə', 'ɴ']",5,SwitchLightOn,please give me some light in the kitchen,smart-lights-en-close,1531.wav
590,"['p', 'ʁ', 'ʏ', 'z', 'ɪ', 'n', 'k', 'ɹ', 'ʏ', 's', 't', 'ə', 'b̞', 'ɔ', 'ɪ', 'n', 'ɛ', 's']",1,IncreaseBrightness,please increase the brightness,smart-lights-en-close,1532.wav
591,"['p', 'ʁ', 'i', 'z', 'i', 'ŋ', 'ʂ', 'uə', 'ɻ̩', 's', 't̪', 'o', 'b̞', 'w', 'ɒ', 'ɪ', 'n', 'p', 'ɾ', 'ɒ', 'ɪ', 'ɲ', 'ɴ', 'a', 'ɴ', 'æ', 'b̞', 'ʏ', 'w', 'ɾ']",1,IncreaseBrightness,please increase the light brightness everywhere,smart-lights-en-close,1533.wav
592,"['t', 'ʁ', 'i', 'ɪ', 'ð', 'ɪ', 'ŋ', 'ʂ', 'ɪ', 's', 't', 'ʌ', 'm', 'ɪ', 'ɾʲ', 'ɪ', 'ɴ', 'lʲ', 'ʊ', 'm', 'b', 'ɾ', 'ɒ', 'ɪ', 'n', 'a', 's']",1,IncreaseBrightness,please increase the meeting room brightness,smart-lights-en-close,1534.wav
