,wav_id,transcript,label
751,2525ebffb2c64f6e52160c5aba1de46a_59be60f7332793164000004b,t a o tʂʰ a ŋ t ɒ o m e ɪ g l̪ ɪ w a n,1
752,98b86522edd885e7979c2f47f525c248_59aa32da33279310b5000009,o tɕ ɨ uə ʂ ɒ ɳ ɴ ʌ ɴ t ɒ,0
753,43b48c59f978cc06c42393889a90d681_59ba5eec33279304aa000175,k iː d ɪ n s t a ɪ,1
754,43b48c59f978cc06c42393889a90d681_59ba5edc33279304aa00016e,ɪ w ə ɪ n ɪ ʊ n t ʁ a ɪ ð ə m ɾ a ʊ h,1
755,6edd2a6528002151ca4d36d661e0e0ec_59b8e7ef332793047b00007e,a ʊ ʁ ə ʌ t a n t ʌ ts ʌ ɪ mʲ ɪ x d iː tɕ ɛ ʁ ɪ o z e b̞ a n f uː a,1
756,220e158ad2e451f378008c46b20bd770_59b4bb933327931fd3000034,i n ʒ ɛ,1
757,50004be41fda79f00d17c0c660844ee6_59b24ace3327932737000021,p a h ɔ d a ɕ i n tɕʰ iː s a ʁ ð a lʲ ə lʲ ɛ a,1
758,40bd3b0fd32d6717f975f73b7691b36b_59bfc3563327935374000011,ə k ʌ ŋ tɕ i ŋ ɡ a n j a tʂ ɨ m ʌ tʂ ɒ o,1
759,a3d15893ddbeb1a722c94fa37204886b_59b646d433279304a700006a,k͡p̚ o t͡ɕ y tɕ i f ɒ ŋ t a l uə t̪ a t̪ i ŋ ɻ uə tɕ i a o x uə e ɪ ð ɪ tɕʰ y ɴ ɒ n g uə o a ŋ tʂʰ æ ŋ,1
760,a3d15893ddbeb1a722c94fa37204886b_59b646e533279304a700006d,t͡ɕ i ɪ e k o ŋ uː ʁ ɒ n m u i o uə u ŋ g o ɾ uə,1
761,a3d15893ddbeb1a722c94fa37204886b_59b646f133279304a7000070,tɕ i e v ɒ ɴ ɒ l o uə j uə d ɒ a ð e m u tɕ o ʁ o e,1
762,c928271f9bfb988122c9ba2588567984_59ae3eaa332793053300003d,k͡p̚ o ɾ j a o tɕʰ ə w e i ʂ a ɕ i æ n tɕ i ʂ ə ts e ɪ ð ɒ ɪ m i n t ʌ ŋ f uə,1
763,4e4ee8e33cafabd6395afc1678342a6e_59b70c353327930968000008,ts a o x a ə n d a n tʂ ʌ n t a ŋ ts a ŋ d ɹ̩ tʂʰ uə n,1
764,4bf54911516c976ab95dda73bb9a0096_59ba651f33279307c000008c,j ɛ t ʁ ɒ ɪ ɴ t͡ʃʲ ɔ ʊ f ɪ m ɪ d y ʁ,1
765,4bf54911516c976ab95dda73bb9a0096_59ba652633279307c000008f,tɕ i s a n tɕʰ i a o ɪ tɕ y ə,1
766,4bf54911516c976ab95dda73bb9a0096_59ba652f33279307c0000092,k͡p̚ ɒ ŋ̟ t͡ɕ y ə m ʌ n tɕ i ŋ s a n tɕ uə uː t͡ɕ y,1
767,17fa925eea71c28cd2f9f304334d3fee_59c0e0313327930948000040,ɒ l̪ n a x w a ɡ ɔ lʲ ɛ,1
768,8d1bede15c43300ec7a3b1c848003d61_59abdee033279359bc00001e,a h a m d a ʁ ɛ s a n d͡ʒ ɪ ʂ ə,1
769,98b86522edd885e7979c2f47f525c248_59ba2f5d3327930b72000037,tɕ ə l tʂ a ʝ a ð ɤ o,1
770,885a129647e36d5ab4bb4451d028a1df_59ae19e53327932d7700000f,tʂʰ ə ŋ m a tʂʰ ʌ l̪ a ɪ s̪ uə,1
771,5a35c812cb358b46682230bfc8702dda_59bb50ae33279304ab000012,t͡ɕ ɒ h ɒ ɴ d ɒ v ʌ h a j ɤ̆ ɲ æ,1
772,5a35c812cb358b46682230bfc8702dda_59bb50c033279304ab000015,a e x a j a j e i x a j a j e n t̪ ɨ ɪ ʌ ʁ uə e n b̥ a n,1
773,5a35c812cb358b46682230bfc8702dda_59bb50d733279304ab00001a,ɲ æ x ɒ j a j æ,1
774,5a35c812cb358b46682230bfc8702dda_59bb50e633279304ab00001d,a l t o t ʁ ɔ t ɔ ʁ,2
775,b562bafc58cac9a5a36e770749f30bfd_59be2e533327932bbc000068,t ʁ ʀ a t͡ʃʲ i m zʲ i,0
776,877752c16315a384e5409ab7c8964087_59ae61ba3327937e42000008,t ɔ l̪ m a,0
777,877752c16315a384e5409ab7c8964087_59ae61bf3327937e4200000b,ʔ ɒ ɤ ɲ ɨ x a ɕ i j æ,1
778,e04b95cba469dbb13dca0f613a46b3bd_59a8b18033279304ea00004a,ɔ̃ æ p a tː o t a ɾ t̪ a,1
779,5979ec69102d9bf79bfe9a78081c6465_59ad3c1333279318ea00000a,n æ ɔ a ɒ t͡ɕ o ɒ t͡ɕ ɨ ə ʁ a l ɨ,0
780,5979ec69102d9bf79bfe9a78081c6465_59ad3c1f33279318ea000010,tʂ o ŋ̟ ʂ ɻ̩ x uə ɒ,1
781,a7615e40206f9930ff2e3da3dfd97e79_59be2d1e33279305ae000011,h ɒ l̪ m uə ɤ̆ ə j t͡ɕ ɨ ə,1
782,cbb693c91167c690e40ad122740e6b55_59aa3b093327932bd7000045,tɕʰ uə y v uə a ɴ tɕ i æ tʂ uə ŋ,1
783,6eb2a05f22515372b3ab736a3d3d2459_59b108a533279362a2000017,iː d ɒ x ʌ,0
784,6eb2a05f22515372b3ab736a3d3d2459_59b108aa33279362a200001d,ʏ ɴ p i e t ɒ o x a,0
785,0323b52e055639e0307fd18883a1ef69_59af733f332793051c000070,t ɒ ŋ̟ h ɒ ts ɒ l̪ k͡p̚ uː j b uə u l̪ ʂ u ʁ m i j z ɒ,1
786,c9b1ce1b3d1921ec34e5bd27081c50bb_59ab953e332793454d000029,a ʊ œ̃ ɳ a tʲ ɪ n t͡ʃ ɛ a ʊ f ɔ z o l̪ t͡ʃʲ ə ɕ i tʂʰ a l,1
787,bbec5aedcce5dd23955a751613607eda_59c0a30f33279375a0000017,ɒ ɴ ts ɒ x ɒ,0
788,bbec5aedcce5dd23955a751613607eda_59c0a31933279375a0000022,ɒ j a tɕʰ y n ɪ ɡ a n æ n tʰ o ŋ tʂʰ o ŋ tʂʰ a n tɕʰ y tʰ i a n x uə a j uə æ n s ɪ ʂ ɻ̩ t͡ɕ i o uə tʂ uə a,1
789,76221361c80295696c0ebe904616e529_59b7339c3327936952000016,a ə ɾ a m a n l a t ɔ z ɹ̩ l dʲ i ə tɕʰ ə n ɪ n ʂ ɛ f t,1
790,d824fabaeb278026b75f01bddd47aa01_59aaaa7a332793049d000025,ts a ɾ ð a tʲ j ə m ɾ ʁ ɪ tɕ æ,1
791,d824fabaeb278026b75f01bddd47aa01_59aaaa92332793049d00002b,tʂʰ ɒ ŋ̟ l ɒ iː b̞ a ɴ ә b̤ ʏ t͡ɕ ɨ,1
792,d824fabaeb278026b75f01bddd47aa01_59aaaa9c332793049d00002e,uə a t ɒ b o ts ɒ t ә m a t͡ɕ j a l̪ ә s m ɒ,1
793,21ac6198e3f827a25fca658963957e67_59b65f783327931301000052,b o ɴ d iː i j b ɒ m ɒ ɴ k͡p̚ a b ɤ̆,0
794,e4b68135590fe3a920b82d37e33dd5fc_59af2bf7332793059f000029,ɒ x ɒ,0
795,e4b68135590fe3a920b82d37e33dd5fc_59af2bfd332793059f00002f,p ɔ tʰ ɒ tɕʰ y v̞ʲ i s̪ uə a m e x uə ə,1
796,216af6c492451ab7c3853db1b3717a09_59b63e8e332793070d0000e0,b̞ w ɛ ɡ uə uː dʲ a,1
797,216af6c492451ab7c3853db1b3717a09_59b63e98332793070d0000e3,w e ʌ ʁ uə e ɪ i a,1
798,216af6c492451ab7c3853db1b3717a09_59b63ea1332793070d0000e6,ɕ e t ʌ,1
799,216af6c492451ab7c3853db1b3717a09_59b63eb8332793070d0000ed,s a t͡ʃʲ ɻ̩ d ɒ ʁ ɒ,0
800,fac75e3366865652e443f811bba62414_59b8ca2b332793451500000b,t ɒ ʂ ɒ n,0
801,fac75e3366865652e443f811bba62414_59b8ca2f332793451500000e,ʂ ə k ʊ ŋ̟ s ɒ,1
802,b405965fa80c6dadcdda023ec148dc37_59ad0766332793639d000028,ʔ ɒ ŋ̟ a t͡ɕ a p a s a t͡ɕ u ŋ̟,1
803,c959dea034358801e1ab6bdad097d609_59ab494c3327930f7800001d,u lʲ a t͡ʃʲ ʏ ʒ m iː a,1
804,e5929db0102968879790176edf67e18b_59ab51f033279304c4000037,k͡p̚ o tɕ i ɒ o tɕʰ y tʰ ʌ tʂʰ o ŋ t̪ i ŋ ɴ a l i iː,1
805,5040c9d6384316a7541da6cc247d557f_59bdf73f3327931207000088,e ts o x ʌ x uə a ŋ j uə æ n ɕ iː n ʂ iː ɕ i ɒ,1
806,8440fd2a3c8568871c8afe74d76322a0_59bbd225332793053e00002f,ʂ ɻ̩ j æ n tʰ a ɪ n x a ɪ ɕ i n tʰ i æ n ʂ a tɕ y,1
807,10f2659057970451e67d09cf7d1879f3_59c07e99332793052000000a,tʂ a ŋ x o n d ɒ o k͡p̚ uə o t̪ uə ʂ a ŋ tʂʰ ə,1
808,f3a94b08644d830a99aebcd7861595bc_59bdd65d332793048f000010,b̞ w a t͡ʃʲ iː v uə ʒ ɒ ɴ ɒ m,1
809,c06b35c8cfddda49dfb7a715521669f7_59c08f8b33279343bc000092,ɛ k ɔ,0
810,4e37a355d397f4c2b8ebc49d45a6a1d0_59bb658f332793452100000a,a l̪ x h a ŋ t a k a ʊ s uː ŋ̟ t͡ʃ uː x a s̪,1
811,0f3bee63a953d52af33594925a1866ad_59b0a69c33279329d300000a,ɴ æ v a lʲ i ʌ ŋ tʰ uə o t̪ a o t a ɒ tɕ i tʂ o iː ə,1
812,e762d91d76751553a55c87d4e07616ce_59ba49123327935b1b0000e6,a n tɕʰ ɻ̩ p e n k,1
813,17bf007dfd473ddfab7335bfec6917fe_59c2317a3327934e9400000d,k͡p̚ u ɔ ɴ n ɒ ɾ kʰ ɒ ɴ r ɒ,1
814,17bf007dfd473ddfab7335bfec6917fe_59c231843327934e94000011,k͡p̚ ɔ n æ j t͡ɕ ɒ ʁ uə o t̪ ɒ z ɒ,1
815,bdefadecfa320afebc15d5b8d4de7c24_59bf273f332793036a000052,t͡ɕ ɒ h ɒ t̪ ɒ f uː ə l ɒ m ɒ a d æ ɳ m a,1
816,994d675b358574f5b8a8e612ba5e01ee_59bb467433279337af00001a,w o l̪ j a tɕʰ i s̪ iː ə n ij i a,1
817,b1c351960f552fcc3eb7db411e1cf2c6_59b235aa3327930b17000021,u dʲ iː y n ɪ tɕ u ʁ l ə ð ɤ,1
818,14d0e65ede42338296b7b0450adb8570_59bbbdaf332793053300001f,t a o x a o t͡ɕ e i uə ɕ i a o ʂ uə a ŋ p i ɴ ʂ ɻ̩ tʂʰ ɒ ŋ,1
819,f00470244a054c18de4a621f1aab857c_59b21a8a3327934292000018,ts a ŋ o x a o l a o a n x uə e ɪ tʂ o ŋ ɡ ɹ̩ k͡p̚ b̞ o n i æ n,1
820,dd3c19874c81cc87b3ebf2cc7b76cf6e_59aacd7733279304c7000037,f uə tɕ i ŋ n tʂ ɪ ʂ a ŋ lː a,1
821,509fb9754478557fea16126be8e34078_59ace1403327933334000019,ts w a ɪ s ɒ a lʲ ɪ o m uə ə,1
822,dd0196f37359b13bb4807355519ee5de_59b0b6363327933698000060,ʂ ɻ̩ ɕ i a ɒ t ɒ o ʁ a ŋ,2
823,17fa925eea71c28cd2f9f304334d3fee_59be11343327932d77000022,p ɔ ʀ a ɴ b a pʲ iː x ʁ a l a n t͡ʃʲ,1
824,36ddd5c4f97e21b966daa34c83e57f6a_59ad050633279312dd00006f,ɾ ɹ̩ t̪ a o ɕ i ŋ w a ŋ m ʌ ŋ tʂʰ uə a ŋ iː t̪ i ŋ t i t̪ i,1
825,c5d14fe35f687bbc86eb33dcb167c5d8_59ba4ed93327931ead000072,tɕ ʏ ɕ i ɴ tɕʰ i t ə,1
826,6d51c88f3de2e16476bd68f822741f52_59b202043327933e89000020,ɪ n ɪ s ɻ̩ ð ɪ ɕ i ə a ʊ b a ɪ n x a ʀ a ʁ ʊ ɾ,1
827,314fc48c1debea1cfcd457b000df5138_59ba2806332793072d00002c,a n ts ɹ̩ t a n s o ə n ts i v̞ʲ ɪ t ɑ b ə n,1
828,4bea45d87fb98c25946756abe083c133_59af30e133279304d300001d,j i a o tʰ i ə o l uə,1
829,c3c970a11e8a4e6cbbf8670ea27d008b_59b8a9ee33279304cc0000a8,w o ɾ uː ŋ v ʌ t͡ɕ i e d ɹ̩ tʂ e n a ɾ i,0
830,0d7d51d78a2f0124bb73c2531c23d9fd_59b7521733279338ef000015,s ɪ d i tʂʰ a ŋ d ɪ i tʰ ʌ ŋ k uə o tɕ i,1
831,7c57315a3cc5898113da6fc73fe660ce_59b1db31332793344000002d,t a o tɕ i ɴ tɕ i æ ɳ tɕ iː tʂʰ ʌ ŋ,1
832,7ceeb0a6c36cdcba7251a489484ca56a_59ae585233279304c4000233,,1
833,7ceeb0a6c36cdcba7251a489484ca56a_59ae585b33279304c4000237,k͡p̚ ɒ β ɒ t̪ ɒ a s ɒ n s ʌ n,1
834,c63782fc78ed697a612dcf0cf1a92e5c_59bcc61e3327933284000057,ts a x ɪ m p ʁ uː m ɪ t ɪ,1
835,71fdcfaecb08d4df655f768cbad801f0_59aa736c3327930ea8000026,a m i t͡ɕ ɒ t̪ ɒ s a,1
836,71fdcfaecb08d4df655f768cbad801f0_59aa73723327930ea800002d,w o j æ tɕʰ y e p a ʂ æ n,1
837,8d1bede15c43300ec7a3b1c848003d61_59b9ebf8332793036700001c,ts h a d a tɕʰ y m tʂ ɔ tɕʰ iː f ɒ ð ʊ n d a,1
838,a6903c2438a89da3f49ebb3b4b46b0e2_59b2849a33279309c600007c,o l̪ ʔ ɒ ɲ,0
839,a6903c2438a89da3f49ebb3b4b46b0e2_59b284a133279309c600007f,ɒ ɪ tɕ i a ŋ,1
840,be56ef6c21528cbe322b25198f7eaecf_59bee34c3327930b4c000079,l ɒ,0
841,be56ef6c21528cbe322b25198f7eaecf_59bee3523327930b4c00007b,ʔ ɒ ɾ ɒ d e j iː m iː i ə w z ɒ,1
842,701781d2df6c98f5ee6d83bbcb98434e_59ae21923327930493000017,ɒ ɳ a ts o ʐ o f uə ə ɾ ə ɻ ʌ ɾ,1
843,86139365e52c1231e04c40e86116b3a9_59b8e4423327935a3f00000f,t̪ a ʂ a n,0
844,ce40bf0071460b8dab20aaec3c229d27_59be416e332793154b0002da,w o a tɕʰ y n a n d a o ɕ i æ n ɻ ʌ m i n tʂ o ŋ f uə o,1
845,327d88982108d152f8535889047fd4fb_59b8a77b33279313fe000050,t͡ɕ y l y ə uə ʂ ɒ l b̞ a,1
846,498f94255873c4d027315792e9504453_59ae75183327930ac100001a,t ɒ o x ɒ ŋ t͡ɕ y ʌ n ɴ tʂ ɹ̩,1
847,9c31cf5f720de39cffc2a9c1678b1bd5_59a8f8e5332793074e00001b,ɕ iː a k͡p̚ l ɒ ts a j i ɴ ts u b̞ a ʁ ɒ,1
848,2287a1adba7e293d15a80c740ae53aaa_59bf6d453327934662000022,b̞ ɛ t͡ɕ y p ʌ n a t͡ɕ iː tʰ ɒ,1
849,29fdef04997c3c6512d617faa64ab0fa_59a8fc843327937949000053,ɛ ɡ ʌ tɕ a ʁ ɔ t ɾ ʂ u a f ɔ ʁ t͡ɕ ɔ ts a tʂ i v w a t͡ʃʲ ð ɛ ɾ a ɴ i ʁ a m ɤ̆ lʲ a ɪ n iː ʁ ɒ ʁ a,2
850,3266bc2e0485cfd2f1dde29a5299bd01_59b791823327932f97000060,w ʏ tɕʰ ɻ̩ n a n tʂ o ŋ x o uə ʂ ɹ̩ z a n,1
851,5005ce3fcd86019467365aa18f9020d2_59b6986a332793047b0001f3,m ɒ o tɕʰ i j a ŋ s̪ ɻ̩ ɒ d ɹ̩ a,1
852,beb540f6a67f34893c05cd8f4095fdef_59ae693733279320ce000010,t o x a ŋ t ɨ kʰ uː ɻ̩ tʂ u ŋ j uə æ,1
853,48292d8bcf57943c167e05598cabc438_59ae57e033279304fb000045,t a ʒ ɪ d a ʁ ɒ,0
854,20895b0a83457023df7011fc093f05c4_59af26733327936d5c00003a,w ɴ ɒ ɴ ɕ ə ɒ t̪ a ʂ ɻ̩ ɕ i e dʲ a ŋ,1
855,20895b0a83457023df7011fc093f05c4_59af267d3327936d5c000041,zʲ ə ʁ l ʌ tʂ a,1
856,f68328372229be1ecedb38f6d1c2fc41_59b8d61433279327d8000030,p a o x a ŋ t a ɻ o ŋ tʰ e ə i tɕʰ y m i ɕ i x uə a ɻ ʌ,1
857,03d887986f0f4c2c10329dc8f421b31f_59a8b9cc332793052900000a,w o j a tɕʰ ə l a n tʂ o uə ɕ i ɴ tɕʰ y,1
858,1c8f23e4a99206a26359e38d1d23c567_59b0987f332793065600007f,ʁ x a ŋ t͡ɕ i uə f a tʂʰ a ɒ ɪ ɕ i ɻ æ n,1
859,0a579fd568500bfe2ddf8d8d6d32e4e4_59c019f33327930a31000029,d a tʰ ʁ a ɾ ɒ ʒ ɻ̩ ʌ tɕʰ æ ɕ iː tʲ æ zʲ i tɕ æ ɕ i ɾ ʌ ɡ uə ɒ ɾ,1
860,5db1b6fdfcfffa6dbd13bab505f233d4_59b94556332793056200001d,t̪ ɒ m uə j ɒ ŋ d ɒ w a tʂʰ o ɕ iː d͡ʒ ɨ,1
861,c50f5d9ac31013e37b5bc54ecee27a70_59b7d7633327932da4000019,ʔ ɒ x ɒ ŋ̟ ɕ i ŋ s a ɴ tɕ i æ ɴ ɕ i e uə tɕʰ i ɴ o ʁ uə t ʌ n,1
862,1e9ff27399e849b58dfb6d3dca4f0090_59aa5f9233279332eb00000d,ts uə o uə ʂ uə o s a ʂ o ŋ b̞ uə a f uə tɕ e tɕ i ʂ ɹ̩,1
863,ab6769500dfbef42463e633079f823ca_59c1ad623327930b3400009c,h u uː a ɪ tʰ ə ɒ ɪ ts ʏ tʂ ʌ v o,1
864,a6cb07c2c1edbd5b90ffe083e9cba469_59bf26b0332793054000001a,b̥ a ŋ w o t ɒ o x a l ʌ i tɕʰ i l uə tʂ ʌ ɾ iː b̞ ɒ n,1
865,a6cb07c2c1edbd5b90ffe083e9cba469_59bf26c83327930540000020,ɕ y ɕ j ʌ,2
866,a6cb07c2c1edbd5b90ffe083e9cba469_59bf26cf3327930540000023,l a n i ʂ ɪ l uə tʂ ʌ k͡p̚ iː ɻ uə e,1
867,de75c97e1ba8273e5e763d1befd14007_59be0da63327931dac00001a,a ɒ t͡ʃʲ iː l ɔ n s uə iː ʒ ɥ iː,1
868,ded69241327ee259036a261afc4e9098_59c0ad2e3327930911000073,p a ʁ x a ɪ tɕʰ j œ l e tɕ y e ɴ p ʁ ə m ɪ tʲ ɛ ð ʌ ʂ o ð e ɡ a,1
869,b51d7dff5356be29eee1add21ab1554a_59aa3b6f3327932d8d000017,b w a ɔ t͡ʃʲ ʏ tʰ ʁ a ʂ ɻ̩ k uə a ʁ g ʁ a tʰ ʁ ɒ ts iː x ɔ ts uə d ɪ zʲ j æ,1
870,a665a15dd69fc51a4e3aa8930763efd8_59bcdce03327937b780000d8,t uə tɕʰ i ɕ i a s ɪ j o ŋ tʂʰ ʌ n l̪ a o n i æ n k o ŋ j uə,1
871,04e55ec77e5addfca087c63bd014c36b_59bd3b4b3327930ac2000013,t̪ o p a ŋ̟ s ɪ tʲ iː n tʰ a ɴ ɕ i æ,1
872,3913b3f787fdb1bf4826fed5a0329ecc_59b48b45332793047600001c,t a o x a n d ɒ o k uə a n d uə tɕʰ y p a ɪ ð o uə lʲ i,1
873,5b1a615e3d06e49aa8b3cfa4336020f4_59b65e7133279305b5000225,w o j o uə x uə e ɪ tɕ i a ɒ,1
874,5b1a615e3d06e49aa8b3cfa4336020f4_59b65e7d33279305b500022b,ts a ɪ k͡p̚ w a l ɪ tʂʰ uə n,1
875,71f71f479ec982a3d4d139ff407ac2d8_59bbad303327930579000064,t a o x a tɕʰ y tʂʰ a ŋ ә t̪ a o tʂʰ ʌ n tʰ uə o tɕ i ɕ i e ʂ ɒ b̞ i ə ɾ tɕ i e k͡p̚ o s̪ ə,1
876,71f71f479ec982a3d4d139ff407ac2d8_59bbad3e332793057900006a,v i a tɕʰ y tʂʰ a ŋ t ɒ ð tʰ ʌ ŋ ɴ tʰ uə o d i ɕ i ɒ v ʌ j o uə tʂ ʌ n g o ŋ ə,1
877,0ddd3ab7125200d1cebc12cb78743c54_59bf52f733279304b7000074,ɒ h ɒ,2
878,204aa22117fdac022a8cb9cc9691cba2_59a9235c3327937afe00000b,p a e d,1
879,aa9a1bf5f60a7e3035a51866e6ccea2a_59ab5b85332793050e0007bc,t a ŋ x a t a o pʰ i ŋ ɴ d uə ʂ ɻ̩ x a t ʌ ʂ ɒ n,1
880,4c53d24a61b2366f594bc5c31349b5be_59b75a0d33279304b7000120,a d ɒ b̞ ʂ ʊ ʁ ɾ uə ʀ ʁ w a ɴ i t lʲ ɪ x iː p ɒ lʲ,1
881,e77d18d8c545cfbdfe4a3098451a381c_59bcde5c332793285500003d,ts a ɒ o t a ɒ a i ŋ iː ŋ j o uə j o ŋ ʂ ɻ̩,1
882,d20ae7eee6b3c9cf46cc6c13f34cce0b_59af5a893327933c98000061,t̪ a ɴ d ɔ ʋ n iː ð e ɔ t͡ʃʲ ɻ̩,1
883,5109613ef0f9fe2a34a9c7522a0fb0e8_59b8afe23327930612000029,ʔ uː ʏ j ɒ tɕʰ y tɕ i ŋ x uə a tɕ i e p a o l uə f uə ʂ ɒ z t̪ i ŋ,1
884,6b6467d0f45679223a1e192164fb1079_59aa6c8f3327934980000027,ʔ ɯ s̪ o ŋ ð s̪ e ɒ æ ɡ ɕ i ɒ n ɒ m ʌ tʂ ɨ,1
885,9c72dd8b99ef00764491437c00e31379_59b2375a332793061400002a,t̪ ɒ h ɒ,0
886,9c72dd8b99ef00764491437c00e31379_59b237603327930614000030,ʔ ɔ t̪ a l̪ a ŋ k͡p̚ uə a ɛ b i iː,0
887,a6631ed6e4f3944cfbd8fc97f4763335_59ab99463327935c5100013d,t͡ɕ ɔ̃ b̞ a tɕ ɪ,1
888,a6631ed6e4f3944cfbd8fc97f4763335_59ab99533327935c51000142,i n tʰ uə a ʂ ɻ̩ ɕ i x uə a t͡ɕ i ə,1
889,0058a37aab6a821019a92f8ffff5d29d_59be58733327936a33000007,t̪ ɒ p a ŋ t͡ɕ i ð ɒ j o j a l̪ t̪ʰ t̪ ɒ t͡ɕ æ ə,1
890,bc49fb4b8427ded5598103332219d4ae_59c255a9332793053f000025,a s a ʊ sː ɹ̩ mʲ ɪ ə n ɕ j ə l ʊ k ə,1
891,6336d96282c5b6cc4c3099803a09bf5d_59b7355a332793055b000027,t̪ ɒ h a,0
892,6336d96282c5b6cc4c3099803a09bf5d_59b7355f332793055b00002d,w u ɾʲ ɒ o uə t͡ɕ ɨ x a ɴ ɒ ɻ ɒ t ɒ b a n t͡ɕ i a,1
893,f1decaf83b6b9882a3bf0bd11aac4c13_59b7621c33279355d9000011,v a ə h a n t͡ʃ ɻ̩ ɔ x o s ɔ l s sː ɹ̩ ts ɪ n ʃ w ɔ lʲ,1
894,c2a0fcb7c0de1d616372c4f56a431dae_59bdeb0c33279346ee000006,t͡ɕ o t ɒ x ɒ,0
895,c2a0fcb7c0de1d616372c4f56a431dae_59bdeb0f33279346ee00000c,tʂ iː i ʂ uə t̪ ɒ ŋ x ɒ,2
896,737a786fdfa6a6ea9fd74b0b0269ab4a_59b655e933279304f5000015,tsʰ ʌ ŋ̟ ij j e t ɒ o x a k uə o t ɒ h o ɴ ɒ kʰ ʌ t͡ɕ d͡ʒ a n ɕ i æ n ð ʌ m i j uə æ n,1
897,1aa9ba2f850720b62306ba6ebbbb83e9_59bf3f793327930bb3000127,i x a o tɕʰ i ŋ t a o l i ɕ i æ n,1
898,d438e616268a717d644025da921b6d31_59be7fd83327937b63000017,v ɔ t a ʊ x ts ɹ̩ n t a n a n tɕ i ʝ ɑ l j,1
899,223c451fc6b97795f63592186fb5487d_59bfc1d033279353a300002d,ð a ɪ z ɑ h a ɪ l f a ŋ ɔ ʁ z ə p a ʁ m a ɪ n h e ɾ a b ɪ n ɪ uə,1
900,961ac2d22286929d80b766aa3333cf6b_59ace39b33279342b2000015,ɪ v ɪ ə ɾ a ʊ,0
901,13423955ee5c816487d6be29a51cab87_59bf8627332793058c000029,ɒ o uə x a o d ɒ o i o ʀ j uə e tɕʰ i æ ŋ ʁ a lʲ iː,1
902,f8526032f5f1ff54060098de03b2f80b_59a87a473327930d70000019,w a ɕ ɥ i v uə a ɾʲ ɛ s h a ʊ n ɾ ə ð s ʀ ɪ tɕ i ɔ ɕ ɛ,1
903,6e32b05a8a2b0d72620731ac9a804a9b_59acecf23327936fd90000c8,uə ɕ y ɒ ð t ɒ ʂ ɒ ɾ ә ɴ ɒ,0
904,b3943e1b809330019450537d12601982_59b89dc33327930bee000077,k̟ʲ ɪ z a s a,0
905,da982509ccef2e636a6bc00dec274b35_59adf2fc3327930c3400000b,t͡ʃʲ t ə ts a l uə u ʐ ɻ̩ f a,1
906,093be0e9d6afbd9347d601c974bc4edb_59bcf47533279304ee000009,w o j o ŋ tɕ iː ɕ i a ɒ,1
907,08b80edce62647e195663e62b9f3126e_59c205743327931a2000001c,a iː ɪ,0
908,08b80edce62647e195663e62b9f3126e_59c205793327931a2000001f,a ɡ a m j ɛ tʂ ʊ,1
909,08b80edce62647e195663e62b9f3126e_59c205893327931a20000022,l i p uə ɕ i æ a ɻ ʌ m i tʂ o,1
910,8745863201aeb39869581398f77a0030_59bf803433279303a4000017,t a o f a ŋ f uə e ɪ d͡ʒ æ n,1
911,6a0cabda0c0108eb5def730f2ba79ab4_59ab9e633327930c0500001d,w uə θ tʰ s tsʰ ə f ʌ n,1
912,6a0cabda0c0108eb5def730f2ba79ab4_59ab9e733327930c05000023,ɒ l̪ x ɒ ɳ,0
913,89839a42dd46f268a1e109bb57f00047_59c1ec3e33279333b000001d,k͡p̚ o k͡p̚ a ɒ ɪ x o l a ɪ tʂ ɒ f uə j a ŋ ʂ ɻ̩ tɕ i ŋ f ʌ ŋ tɕ i æ b i æ n ɻ uə a ŋ tʂ ɒ ɾ ʌ n j a ŋ d o ŋ s̪ uə,1
914,d8f06c393b7d906c4f4343cd725edd54_59ba53a033279322f2000029,n i tʂ ɒ x ɒ,0
915,d8f06c393b7d906c4f4343cd725edd54_59ba53a533279322f200002f,m iː t ɒ o x a,0
916,cbf842f7bb087c5958079eb0a1129dd7_59af914833279305b0000008,w o ɒ tɕ y p ɒ ts ʊ v l u ʁ o k tɕ i ɔ̃ n i æ tː u s ɻ̩ ð a m mʲ iː n iː lʲ æ s̪ o dʲ u uə lʲ i e,1
917,cbf842f7bb087c5958079eb0a1129dd7_59af915333279305b000000f,p ʌ ɛ ts ʊ l uə tɕʰ i ɔ̃ n i æ tʂ u s o mʲ i ɲ iː lʲ e ə s ʌ lʲ ʊ ɡ ə,1
918,2845d8440cc579e8e2bda37d5899909c_59bdc90e33279305a4000670,j ɒ n d ɒ l̪ ɒ ɾ ɒ ð ɒ x ɒ ɳ ɴ t͡ɕ i ə ɴ b e t͡ɕ ə ɳ ɔ,1
919,2845d8440cc579e8e2bda37d5899909c_59bdc92933279305a4000673,ʂ ɒ n ʂ ɻ̩ t ɒ o x a,0
920,02c14e24bbb96a99bb449517662eadd2_59b9f4c23327932c23000047,ɕ iː d ʌ ʂ ɒ ʁ p a ð iː t a ɾ ʂ ʌ,1
921,113f10844e8e77f269bc1698c4a303e4_59b109f43327930377000015,ɕ j ə uə tʂ ɒ a h ɒ,2
